IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
63,Shield Dust,0,8,0,18,2023-12-24,7,0,1,27,70,1,0,Ground,15,0,7,0,0,None,2,3,82441450,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Brave,0,2192337443,2252709577,4,0,none,0,False,61443,6,0,2,7,0,8,291,6,0,27,0,04:29:29,Bug,None,265
66,Run Away,0,9,0,0,2023-12-24,8,0,16,64,70,1,0,Rock,17,0,15,0,0,None,2,4,561557408,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Adamant,0,2192337443,2748630403,4,0,none,0,False,36568,7,0,25,7,0,10,287,7,0,0,0,04:29:41,Dark,None,261
117,Pickup,0,7,0,11,2023-12-24,8,0,26,27,70,1,0,Rock,16,0,27,0,0,None,2,3,2947548175,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Relaxed,0,2192337443,756837932,4,0,none,0,False,43967,7,0,29,7,0,16,289,7,0,8,0,04:29:55,Normal,None,263
73,Swift Swim,0,8,0,17,2023-12-24,6,0,11,96,70,1,0,Ice,17,0,13,0,0,None,2,4,3957914903,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Hasty,0,2192337443,1766102836,4,0,none,0,False,5887,8,0,13,9,0,15,296,7,0,4,0,04:30:08,Water,Grass,270
77,Pickup,0,7,0,7,2023-12-24,7,0,11,27,70,1,0,Dragon,15,0,2,0,0,None,2,3,3267709342,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Adamant,0,2192337443,1080632253,4,0,none,0,False,35675,6,0,27,8,0,29,289,8,0,1,0,04:30:20,Normal,None,263
96,Run Away,0,9,0,5,2023-12-24,7,0,17,64,70,1,0,Ground,17,0,19,0,0,None,2,4,1623590103,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hasty,0,2192337443,3798626036,4,0,none,0,False,25617,8,0,22,7,0,4,287,8,0,29,0,04:30:34,Dark,None,261
119,Shield Dust,0,8,0,25,2023-12-24,7,0,14,27,70,1,0,Dragon,15,0,1,0,0,None,2,3,1011922424,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Rash,0,2192337443,3204243419,4,0,none,0,False,35240,6,0,23,6,0,25,291,7,0,31,0,04:30:46,Bug,None,265
50,Shield Dust,0,8,0,22,2023-12-24,6,0,0,27,70,1,0,Water,15,0,6,0,0,None,2,3,986349387,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Gentle,0,2192337443,3093697896,4,0,none,0,False,17793,6,0,16,6,0,3,291,6,0,3,0,04:31:01,Bug,None,265
135,Synchronize,0,7,0,10,2023-12-24,7,0,25,80,35,1,0,Dragon,17,0,25,0,0,None,2,4,3620704289,285217279,0,17,3,4,17,Route 102,45,40,0,0,0,0,0,0,Ralts,Lonely,0,2192337443,1432615426,4,0,none,0,False,18414,9,0,27,8,0,29,393,8,0,19,0,04:31:14,Psychic,None,280
106,Shield Dust,0,8,0,31,2023-12-24,7,0,5,27,70,1,0,Psychic,16,0,18,0,0,None,2,3,2520270025,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Impish,0,2192337443,345255658,4,0,none,0,False,54001,5,0,19,7,0,27,291,6,0,6,0,04:31:30,Bug,None,265
82,Shield Dust,0,8,0,22,2023-12-24,7,0,3,27,70,1,0,Grass,16,0,23,0,0,None,2,3,850205142,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Serious,0,2192337443,2952885237,4,0,none,0,False,11131,6,0,2,7,0,21,291,6,0,11,0,04:31:43,Bug,None,265
122,Shield Dust,0,8,0,26,2023-12-24,7,0,16,27,70,1,0,Steel,16,0,23,0,0,None,2,3,4215362837,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Hardy,0,2192337443,2045591350,4,0,none,0,False,44628,6,0,18,7,0,29,291,6,0,10,0,04:31:57,Bug,None,265
