IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
74,Run Away,0,8,0,11,2023-11-27,7,0,3,27,70,1,0,Ground,15,0,21,0,0,None,2,3,2816056711,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hardy,0,2192337443,628488100,4,0,none,0,False,14942,7,0,30,6,0,0,287,7,0,9,0,12:17:46,Dark,None,261
74,Swift Swim,0,7,0,8,2023-11-27,7,0,2,96,70,1,0,Fighting,17,0,14,0,0,None,2,4,3417165405,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Naive,0,2192337443,1224844414,4,0,none,0,False,1520,8,0,4,9,0,26,296,8,0,20,0,12:17:59,Water,Grass,270
107,Swift Swim,0,7,0,18,2023-11-27,8,0,24,96,70,1,0,Water,17,0,7,0,0,None,2,4,238659031,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Modest,0,2192337443,2358628340,4,0,none,0,False,44014,8,0,18,10,0,27,296,7,0,13,0,12:18:11,Water,Grass,270
32,Shield Dust,0,9,0,13,2023-11-27,8,0,6,64,70,1,0,Grass,17,0,1,0,0,None,2,4,940723329,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Docile,0,2192337443,3133023906,4,0,none,0,False,29843,6,0,6,7,0,1,291,6,0,5,0,12:18:25,Bug,None,265
80,Pickup,0,6,0,2,2023-11-27,7,0,17,27,70,1,0,Flying,15,0,15,0,0,None,2,3,113907590,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Quirky,0,2192337443,2221309349,4,0,none,0,False,4428,7,0,18,7,0,16,289,8,0,12,0,12:18:37,Normal,None,263
102,Run Away,0,8,0,21,2023-11-27,7,0,3,27,70,1,0,Grass,15,0,20,0,0,None,2,3,840142202,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Quiet,0,2192337443,2965366617,4,0,none,0,False,49001,7,0,28,6,0,3,287,6,0,27,0,12:18:51,Dark,None,261
112,Shield Dust,0,9,0,30,2023-11-27,8,0,14,64,70,1,0,Bug,17,0,8,0,0,None,2,4,3489002830,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Quirky,0,2192337443,1297719149,4,0,none,0,False,15035,7,0,21,7,0,10,291,7,0,29,0,12:19:06,Bug,None,265
119,Run Away,0,9,0,13,2023-11-27,7,0,25,64,70,1,0,Water,17,0,8,0,0,None,2,4,3169153188,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hasty,0,2192337443,1044978311,4,0,none,0,False,52289,7,0,14,8,0,31,287,8,0,28,0,12:19:19,Dark,None,261
100,Shield Dust,0,8,0,14,2023-11-27,7,0,16,27,70,1,0,Ice,15,0,1,0,0,None,2,3,3239339463,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Naive,0,2192337443,1136136164,4,0,none,0,False,42195,6,0,23,6,0,17,291,7,0,29,0,12:19:31,Bug,None,265
121,Shield Dust,0,8,0,25,2023-11-27,7,0,17,27,70,1,0,Flying,16,0,29,0,0,None,2,3,2899858797,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Bashful,0,2192337443,779370318,4,0,none,0,False,63925,6,0,10,7,0,24,291,6,0,16,0,12:19:45,Bug,None,265
68,Shield Dust,0,8,0,25,2023-11-27,7,0,7,27,70,1,0,Ground,16,0,15,0,0,None,2,3,2065623193,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Impish,0,2192337443,4189225658,4,0,none,0,False,37767,5,0,4,7,0,14,291,6,0,3,0,12:20:00,Bug,None,265
102,Swift Swim,0,7,0,13,2023-11-27,8,0,24,96,70,1,0,Fire,17,0,18,0,0,None,2,4,4223097829,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Hardy,0,2192337443,2031825350,4,0,none,0,False,41042,8,0,8,10,0,31,296,7,0,8,0,12:20:13,Water,Grass,270
90,Pickup,0,7,0,7,2023-11-27,8,0,28,27,70,1,0,Psychic,16,0,25,0,0,None,2,3,4242008705,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Quirky,0,2192337443,2122023074,4,0,none,0,False,5718,7,0,11,7,0,13,289,8,0,6,0,12:20:25,Normal,None,263
94,Shield Dust,0,7,0,3,2023-11-27,7,0,18,27,70,1,0,Rock,16,0,10,0,0,None,2,3,1147795470,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Docile,0,2192337443,3334836781,4,0,none,0,False,48231,6,0,13,7,0,28,291,6,0,22,0,12:20:39,Bug,None,265
56,Run Away,0,8,0,7,2023-11-27,7,0,12,27,70,1,0,Ghost,15,0,3,0,0,None,2,3,2485744129,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Bashful,0,2192337443,377821218,4,0,none,0,False,58920,7,0,23,7,0,8,287,7,0,3,0,12:20:51,Dark,None,261
87,Pickup,0,8,0,23,2023-11-27,8,0,16,64,70,1,0,Fire,17,0,15,0,0,None,2,4,1149721,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Quiet,0,2192337443,2193482042,4,0,none,0,False,35592,7,0,12,8,0,7,289,9,0,14,0,12:21:03,Normal,None,263
61,Rain Dish,1,7,0,7,2023-11-27,6,0,10,57,70,1,0,Dragon,16,0,23,0,0,None,2,3,2475180752,268439807,0,16,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Lonely,0,2192337443,287582451,4,0,none,0,False,53592,7,0,5,8,0,13,296,6,0,3,0,12:21:17,Water,Grass,270
134,Shield Dust,0,8,0,23,2023-11-27,7,0,19,27,70,1,0,Water,16,0,13,0,0,None,2,3,2607507748,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Naive,0,2192337443,432472839,4,0,none,0,False,62031,7,0,30,6,0,29,291,6,0,20,0,12:21:30,Bug,None,265
165,Run Away,0,11,0,31,2023-11-27,8,0,29,64,70,1,0,Ice,17,0,27,0,0,None,2,4,3885417293,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Adamant,0,2192337443,1698343278,4,0,none,0,False,9435,7,0,31,8,0,31,287,8,0,16,0,12:21:42,Dark,None,261
77,Pickup,0,7,0,6,2023-11-27,8,0,15,64,70,1,0,Fighting,17,0,2,0,0,None,2,4,3703305882,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Adamant,0,2192337443,1578605753,4,0,none,0,False,10785,7,0,20,9,0,30,289,9,0,4,0,12:21:57,Normal,None,263
88,Pickup,0,7,0,11,2023-11-27,8,0,28,27,70,1,0,Poison,15,0,22,0,0,None,2,3,15459202,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Rash,0,2192337443,2185726369,4,0,none,0,False,58217,6,0,4,6,0,6,289,9,0,17,0,12:22:09,Normal,None,263
99,Run Away,0,8,0,17,2023-11-27,6,0,24,27,70,1,0,Dragon,15,0,19,0,0,None,2,3,2088821890,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hasty,0,2192337443,4264332961,4,0,none,0,False,38914,6,0,5,7,0,7,287,7,0,27,0,12:22:21,Dark,None,261
104,Run Away,0,9,0,3,2023-11-27,9,0,31,64,70,1,0,Dark,17,0,17,0,0,None,2,4,3838013166,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Relaxed,0,2192337443,1718551757,4,0,none,0,False,35373,7,0,7,8,0,27,287,7,0,19,0,12:22:35,Dark,None,261
106,Rain Dish,1,7,0,15,2023-11-27,6,0,17,57,70,1,0,Flying,15,0,18,0,0,None,2,3,3154100944,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Lonely,0,2192337443,961784051,4,0,none,0,False,31023,8,0,20,8,0,6,296,7,0,30,0,12:22:48,Water,Grass,270
