IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
81,Rain Dish,1,7,0,8,2023-10-23,8,0,16,96,70,1,0,Fighting,17,0,13,0,0,None,2,4,2502375280,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Jolly,0,2192337443,395009363,4,0,none,0,False,41559,8,0,22,9,0,4,296,8,0,18,0,07:24:27,Water,Grass,270
81,Shield Dust,0,8,0,24,2023-10-23,6,0,24,27,70,1,0,Fighting,15,0,1,0,0,None,2,3,1893051866,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Gentle,0,2192337443,4068067321,4,0,none,0,False,56591,6,0,8,7,0,20,291,6,0,4,0,07:24:40,Bug,None,265
119,Chlorophyll,0,8,0,27,2023-10-23,8,0,8,57,70,1,0,Fire,16,0,25,0,0,None,2,3,3425038781,268439807,0,16,3,3,17,Route 102,117,10,106,30,0,0,0,0,Seedot,Bashful,0,2192337443,1317641118,4,0,none,0,False,15768,7,0,20,7,0,21,299,7,0,18,0,07:24:52,Grass,None,273
121,Shield Dust,0,7,0,25,2023-10-23,7,0,18,27,70,1,0,Rock,16,0,21,0,0,None,2,3,383183646,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Calm,0,2192337443,2491056445,4,0,none,0,False,64968,6,0,7,7,0,24,291,6,0,26,0,07:25:04,Bug,None,265
55,Run Away,0,7,0,10,2023-10-23,7,0,1,27,70,1,0,Fighting,15,0,16,0,0,None,2,3,3673265510,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Bold,0,2192337443,1482555205,4,0,none,0,False,20375,7,0,10,6,0,6,287,7,0,12,0,07:25:18,Dark,None,261
93,Swift Swim,0,8,0,29,2023-10-23,8,0,19,96,70,1,0,Ice,17,0,3,0,0,None,2,4,82683819,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Hardy,0,2192337443,2252459400,4,0,none,0,False,41798,9,0,25,9,0,3,296,7,0,14,0,07:25:30,Water,Grass,270
111,Rain Dish,1,8,0,19,2023-10-23,7,0,31,96,70,1,0,Steel,17,0,9,0,0,None,2,4,1175370260,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Gentle,0,2192337443,3299004471,4,0,none,0,False,64538,8,0,15,9,0,14,296,8,0,23,0,07:25:43,Water,Grass,270
69,Swift Swim,0,7,0,12,2023-10-23,7,0,11,96,70,1,0,Fire,17,0,15,0,0,None,2,4,75260965,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Sassy,0,2192337443,2261782022,4,0,none,0,False,24665,9,0,22,9,0,7,296,6,0,2,0,07:25:56,Water,Grass,270
98,Pickup,0,7,0,27,2023-10-23,7,0,2,27,70,1,0,Psychic,15,0,23,0,0,None,2,3,928457281,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Serious,0,2192337443,3053144162,4,0,none,0,False,5398,7,0,17,7,0,3,289,9,0,26,0,07:26:12,Normal,None,263
106,Shield Dust,0,9,0,30,2023-10-23,8,0,20,64,70,1,0,Poison,17,0,3,0,0,None,2,4,1349326295,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Naive,0,2192337443,3535896564,4,0,none,0,False,17850,6,0,4,7,0,26,291,7,0,23,0,07:26:26,Bug,None,265
