IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
87,Soundproof,0,11,0,2,2023-07-10,9,0,25,179,70,1,0,Psychic,24,0,8,0,0,None,2,6,2147700968,402659583,0,24,3,6,31,Route 116,1,35,253,10,0,0,0,0,Whismur,Impish,0,2192337443,45038283,4,0,none,0,False,53483,9,0,11,8,0,13,371,10,0,28,0,12:11:33,Normal,None,293
133,Run Away,0,13,0,23,2023-07-10,10,0,28,216,70,1,0,Ghost,21,0,18,0,0,None,2,6,1779138788,352327167,0,21,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Brave,0,2192337443,3903318727,4,0,none,0,False,60143,9,0,19,9,0,18,287,9,0,27,0,12:11:46,Dark,None,261
99,Compound Eyes,0,12,0,19,2023-07-10,19,0,23,637,70,1,0,Bug,23,0,30,0,0,None,2,7,2687077379,385882111,0,23,3,7,31,Route 116,10,35,106,30,141,15,0,0,Nincada,Rash,0,2192337443,579200544,4,0,none,0,False,11306,9,0,5,8,0,10,302,11,0,12,0,12:11:59,Bug,Ground,290
133,Compound Eyes,0,11,0,25,2023-07-10,17,0,10,406,70,1,0,Poison,21,0,29,0,0,None,2,6,1132393388,352327167,0,21,3,6,31,Route 116,10,35,106,30,141,15,0,0,Nincada,Lax,0,2192337443,3251804559,4,0,none,0,False,45266,10,0,30,8,0,12,302,11,0,27,0,12:12:11,Bug,Ground,290
114,Run Away,0,12,0,12,2023-07-10,10,0,23,216,70,1,0,Rock,21,0,24,0,0,None,2,6,3423396243,352327167,0,21,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Bashful,0,2192337443,1319144368,4,0,none,0,False,11679,8,0,3,10,0,26,287,10,0,26,0,12:12:24,Dark,None,261
126,Guts,0,16,0,28,2023-07-10,13,0,30,314,70,1,0,Rock,26,0,27,0,0,None,2,8,3978952064,436214527,0,26,3,8,31,Route 116,64,35,45,40,116,30,98,30,Taillow,Impish,0,2192337443,1871026083,4,0,none,0,False,4265,9,0,7,11,0,26,305,19,0,8,0,12:12:38,Normal,Flying,276
69,Run Away,0,12,0,15,2023-07-10,10,0,22,216,70,1,0,Rock,20,0,1,0,0,None,2,6,3745770726,335549695,0,20,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Bashful,0,2192337443,1575978693,4,0,none,0,False,13221,10,0,25,8,0,0,287,9,0,6,0,12:12:50,Dark,None,261
83,Run Away,0,13,0,27,2023-07-10,9,0,0,216,70,1,0,Poison,21,0,17,0,0,None,2,6,2387836391,352327167,0,21,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Docile,0,2192337443,218044356,4,0,none,0,False,62388,8,0,6,9,0,10,287,10,0,23,0,12:13:04,Dark,None,261
121,Run Away,0,12,0,16,2023-07-10,10,0,20,216,70,1,0,Steel,21,0,26,0,0,None,2,6,3925191893,352327167,0,21,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Hardy,0,2192337443,1801045750,4,0,none,0,False,17696,9,0,12,10,0,31,287,10,0,16,0,12:13:17,Dark,None,261
100,Compound Eyes,0,12,0,11,2023-07-10,16,0,15,637,70,1,0,Ground,22,0,17,0,0,None,2,7,3212910862,369104639,0,22,3,7,31,Route 116,10,35,106,30,141,15,0,0,Nincada,Mild,0,2192337443,1026378541,4,0,none,0,False,40591,11,0,16,11,0,28,302,11,0,13,0,12:13:29,Bug,Ground,290
86,Soundproof,0,12,0,22,2023-07-10,8,0,20,179,70,1,0,Electric,25,0,22,0,0,None,2,6,1285981938,419437055,0,25,3,6,31,Route 116,1,35,253,10,0,0,0,0,Whismur,Docile,0,2192337443,3456822481,4,0,none,0,False,51796,11,0,9,8,0,7,371,8,0,6,0,12:13:41,Normal,None,293
84,Run Away,0,11,0,3,2023-07-10,9,0,13,216,70,1,0,Water,20,0,13,0,0,None,2,6,3395830331,335549695,0,20,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Sassy,0,2192337443,1220814872,4,0,none,0,False,34899,10,0,24,9,0,13,287,9,0,18,0,12:13:55,Dark,None,261
106,Inner Focus,1,9,0,22,2023-07-10,7,0,24,236,70,1,0,Electric,22,0,24,0,0,None,2,7,845090940,369104639,0,22,3,7,31,Route 116,100,20,0,0,0,0,0,0,Abra,Mild,0,2192337443,2968746591,4,0,none,0,False,8739,22,0,11,12,0,1,64,19,0,24,0,12:14:09,Psychic,None,063
114,Guts,0,13,0,30,2023-07-10,9,0,22,179,70,1,0,Electric,21,0,14,0,0,None,2,6,388922924,352327167,0,21,3,6,31,Route 116,64,35,45,40,116,30,0,0,Taillow,Quirky,0,2192337443,2508329999,4,0,none,0,False,26882,8,0,5,10,0,27,305,16,0,16,0,12:14:22,Normal,Flying,276
72,Soundproof,0,11,0,11,2023-07-10,9,0,27,179,70,1,0,Steel,23,0,4,0,0,None,2,6,4285344325,385882111,0,23,3,6,31,Route 116,1,35,253,10,0,0,0,0,Whismur,Lax,0,2192337443,2109816934,4,0,none,0,False,54568,11,0,7,6,0,0,371,9,0,23,0,12:14:34,Normal,None,293
81,Soundproof,0,12,0,27,2023-07-10,8,0,10,179,70,1,0,Fire,23,0,1,0,0,None,2,6,616750098,385882111,0,23,3,6,31,Route 116,1,35,253,10,0,0,0,0,Whismur,Relaxed,0,2192337443,2792273457,4,0,none,0,False,63696,12,0,16,8,0,13,371,8,0,14,0,12:14:50,Normal,None,293
122,Run Away,0,12,0,2,2023-07-10,10,0,14,343,70,1,0,Electric,23,0,26,0,0,None,2,7,2237697087,385882111,0,23,3,7,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Naive,0,2192337443,130868764,4,0,none,0,False,2399,11,0,31,9,0,27,287,12,0,22,0,12:15:03,Dark,None,261
118,Soundproof,0,12,0,16,2023-07-10,9,0,27,179,70,1,0,Flying,24,0,21,0,0,None,2,6,170599815,402659583,0,24,3,6,31,Route 116,1,35,253,10,0,0,0,0,Whismur,Quirky,0,2192337443,2290569124,4,0,none,0,False,12204,12,0,16,8,0,20,371,9,0,18,0,12:15:15,Normal,None,293
46,Compound Eyes,0,11,0,10,2023-07-10,13,0,1,406,70,1,0,Poison,20,0,6,0,0,None,2,6,2954989732,335549695,0,20,3,6,31,Route 116,10,35,106,30,141,15,0,0,Nincada,Hasty,0,2192337443,848165511,4,0,none,0,False,8325,8,0,0,9,0,20,302,11,0,9,0,12:15:28,Bug,Ground,290
145,Guts,0,12,0,18,2023-07-10,9,0,21,179,70,1,0,Fire,22,0,31,0,0,None,2,6,317041834,369104639,0,22,3,6,31,Route 116,64,35,45,40,116,30,0,0,Taillow,Relaxed,0,2192337443,2420754057,4,0,none,0,False,48719,9,0,20,10,0,31,305,14,0,24,0,12:15:40,Normal,Flying,276
101,Run Away,0,13,0,11,2023-07-10,12,0,30,343,70,1,0,Poison,23,0,27,0,0,None,2,7,263519414,385882111,0,23,3,7,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Rash,0,2192337443,2367198869,4,0,none,0,False,62210,11,0,14,9,0,18,287,9,0,1,0,12:15:52,Dark,None,261
79,Compound Eyes,0,10,0,15,2023-07-10,18,0,14,637,70,1,0,Ghost,21,0,4,0,0,None,2,7,2864566969,352327167,0,21,3,7,31,Route 116,10,35,106,30,141,15,0,0,Nincada,Timid,0,2192337443,672250010,4,0,none,0,False,30724,11,0,27,9,0,2,302,12,0,17,0,12:16:06,Bug,Ground,290
55,Run Away,0,11,0,3,2023-07-10,9,0,28,216,70,1,135,Dragon,20,0,11,0,0,Pecha Berry,2,6,866487915,335549695,0,20,3,6,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Gentle,0,2192337443,2970215496,4,0,none,0,False,48590,8,0,1,8,0,5,287,9,0,7,0,12:16:18,Dark,None,261
78,Guts,0,13,0,0,2023-07-10,9,0,16,236,70,1,0,Electric,22,0,2,0,0,None,2,7,3143555491,369104639,0,22,3,7,31,Route 116,64,35,45,40,116,30,0,0,Taillow,Lonely,0,2192337443,972206976,4,0,none,0,False,25341,11,0,31,10,0,23,305,17,0,6,0,12:16:32,Normal,Flying,276
