IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
91,Pickup,0,7,0,10,2023-10-07,7,0,17,27,70,1,0,Psychic,15,0,6,0,0,None,2,3,4201063164,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Impish,0,2192337443,2026588383,4,0,none,0,False,55451,6,0,15,7,0,15,289,9,0,28,0,21:54:27,Normal,None,263
132,Swift Swim,0,6,0,30,2023-10-07,7,0,29,57,70,1,0,Grass,15,0,1,0,0,None,2,3,1510191401,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Bold,0,2192337443,3635403530,4,0,none,0,False,60202,8,0,28,8,0,27,296,7,0,17,0,21:54:41,Water,Grass,270
80,Pickup,0,8,0,17,2023-10-07,8,0,15,64,70,1,0,Grass,17,0,12,0,0,None,2,4,3898357994,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Naughty,0,2192337443,1794134729,4,0,none,0,False,53430,7,0,4,7,0,11,289,10,0,21,0,21:54:55,Normal,None,263
107,Swift Swim,0,7,0,31,2023-10-07,7,0,14,57,70,1,0,Fire,16,0,23,0,0,None,2,3,727748635,268439807,0,16,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Naughty,0,2192337443,2848782904,4,0,none,0,False,47995,7,0,14,7,0,13,296,7,0,12,0,21:55:09,Water,Grass,270
97,Run Away,0,8,0,10,2023-10-07,7,0,31,27,70,1,135,Psychic,15,0,20,0,0,Pecha Berry,2,3,4240870418,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hasty,0,2192337443,2120934961,4,0,none,0,False,28884,7,0,21,6,0,5,287,7,0,10,0,21:55:21,Dark,None,261
94,Run Away,0,9,0,31,2023-10-07,7,0,26,27,70,1,0,Fire,15,0,4,0,0,None,2,3,2571865813,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Serious,0,2192337443,468182262,4,0,none,0,False,6046,6,0,6,7,0,25,287,7,0,2,0,21:55:35,Dark,None,261
98,Chlorophyll,0,8,0,26,2023-10-07,8,0,27,57,70,1,0,Flying,15,0,7,0,0,None,2,3,3173786181,251662335,0,15,3,3,17,Route 102,117,10,106,30,0,0,0,0,Seedot,Hardy,0,2192337443,1065371750,4,0,none,0,False,40809,7,0,10,7,0,24,299,6,0,4,0,21:55:48,Grass,None,273
114,Run Away,0,8,0,26,2023-10-07,7,0,18,27,70,1,0,Poison,15,0,23,0,0,None,2,3,4214339362,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Modest,0,2192337443,2040388865,4,0,none,0,False,19475,7,0,30,6,0,6,287,7,0,11,0,21:56:00,Dark,None,261
95,Early Bird,1,8,0,20,2023-10-07,8,0,26,57,70,1,0,Electric,15,0,9,0,0,None,2,3,602528648,251662335,0,15,3,3,17,Route 102,117,10,106,30,0,0,0,0,Seedot,Bashful,0,2192337443,2705699243,4,0,none,0,False,63585,7,0,9,7,0,7,299,7,0,24,0,21:56:13,Grass,None,273
98,Run Away,0,7,0,21,2023-10-07,7,0,5,27,70,1,0,Water,15,0,7,0,0,None,2,3,2973975144,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Timid,0,2192337443,871311435,4,0,none,0,False,62251,7,0,30,7,0,29,287,7,0,6,0,21:56:25,Dark,None,261
