IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
82,Pickup,0,7,0,10,2023-10-30,7,0,4,64,70,1,0,Bug,17,0,20,0,0,None,2,4,486268770,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Hasty,0,2192337443,2656548161,4,0,none,0,False,50073,8,0,15,8,0,10,289,11,0,23,0,20:05:41,Normal,None,263
138,Run Away,0,8,0,18,2023-10-30,7,0,12,27,70,1,0,Steel,15,0,29,0,0,None,2,3,1822749815,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Adamant,0,2192337443,3993542228,4,0,none,0,False,39123,6,0,28,7,0,29,287,7,0,22,0,20:05:54,Dark,None,261
84,Run Away,0,8,0,6,2023-10-30,8,0,31,27,70,1,0,Rock,15,0,20,0,0,None,2,3,287115456,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Naive,0,2192337443,2477875939,4,0,none,0,False,6621,6,0,1,6,0,12,287,7,0,14,0,20:06:08,Dark,None,261
88,Run Away,0,9,0,9,2023-10-30,9,0,31,64,70,1,0,Steel,17,0,22,0,0,None,2,4,3300215013,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Sassy,0,2192337443,1176052422,4,0,none,0,False,35920,7,0,9,7,0,0,287,7,0,17,0,20:06:21,Dark,None,261
100,Pickup,0,6,0,4,2023-10-30,7,0,13,27,70,1,0,Poison,15,0,12,0,0,None,2,3,970864088,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Quiet,0,2192337443,3144835067,4,0,none,0,False,3078,7,0,30,8,0,24,289,8,0,17,0,20:06:34,Normal,None,263
96,Shield Dust,0,8,0,27,2023-10-30,7,0,0,27,70,1,0,Psychic,15,0,5,0,0,None,2,3,2243803878,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Rash,0,2192337443,118608069,4,0,none,0,False,16219,7,0,31,5,0,3,291,7,0,30,0,20:06:47,Bug,None,265
86,Rain Dish,1,7,0,8,2023-10-30,6,0,3,96,70,1,0,Ghost,18,0,23,0,0,None,2,4,2715867208,301994751,0,18,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Gentle,0,2192337443,592228971,4,0,none,0,False,31144,9,0,23,9,0,2,296,8,0,27,0,20:07:00,Water,Grass,270
85,Swift Swim,0,7,0,20,2023-10-30,7,0,11,57,70,1,0,Dragon,15,0,9,0,0,None,2,3,705047933,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Adamant,0,2192337443,2829731678,4,0,none,0,False,1915,7,0,27,8,0,7,296,7,0,11,0,20:07:14,Water,Grass,270
75,Pickup,0,7,0,6,2023-10-30,8,0,4,64,70,1,0,Ice,17,0,22,0,0,None,2,4,2683137915,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Sassy,0,2192337443,490800472,4,0,none,0,False,61590,7,0,5,9,0,31,289,9,0,7,0,20:07:26,Normal,None,263
111,Swift Swim,0,8,0,24,2023-10-30,8,0,15,96,70,1,0,Ground,17,0,9,0,0,None,2,4,3027763939,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Serious,0,2192337443,919890112,4,0,none,0,False,46747,9,0,22,9,0,14,296,8,0,27,0,20:07:39,Water,Grass,270
