IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
56,Swift Swim,0,7,0,7,2023-12-08,7,0,2,96,70,1,0,Ghost,17,0,13,0,0,None,2,4,2941547151,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Naive,0,2192337443,771233964,4,0,none,0,False,56795,9,0,23,8,0,4,296,7,0,7,0,04:48:00,Water,Grass,270
84,Pickup,0,6,0,6,2023-12-08,6,0,4,27,70,1,0,Water,15,0,20,0,0,None,2,3,2164686234,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Mild,0,2192337443,61478841,4,0,none,0,False,64668,7,0,22,8,0,27,289,8,0,5,0,04:48:14,Normal,None,263
99,Swift Swim,0,6,0,29,2023-12-08,6,0,4,57,70,1,0,Grass,16,0,30,0,0,None,2,3,1399632259,268439807,0,16,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Bold,0,2192337443,3519077280,4,0,none,0,False,58095,8,0,26,8,0,3,296,7,0,7,0,04:48:26,Water,Grass,270
96,Pickup,0,7,0,8,2023-12-08,8,0,30,64,70,1,0,Bug,17,0,2,0,0,None,2,4,3654569250,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Hasty,0,2192337443,1534600961,4,0,none,0,False,38134,7,0,5,9,0,30,289,11,0,21,0,04:48:40,Normal,None,263
101,Pickup,0,5,0,3,2023-12-08,8,0,20,27,70,1,0,Fire,16,0,29,0,0,None,2,3,2632847126,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Modest,0,2192337443,507667765,4,0,none,0,False,37880,7,0,20,7,0,9,289,9,0,20,0,04:48:57,Normal,None,263
113,Shield Dust,0,8,0,15,2023-12-08,7,0,5,27,70,1,0,Water,16,0,18,0,0,None,2,3,3738512148,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Careful,0,2192337443,1551450423,4,0,none,0,False,62913,5,0,24,7,0,21,291,7,0,30,0,04:49:13,Bug,None,265
83,Swift Swim,0,8,0,28,2023-12-08,7,0,1,96,70,1,0,Fire,17,0,9,0,0,None,2,4,2479886037,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Relaxed,0,2192337443,293364982,4,0,none,0,False,40197,9,0,26,9,0,3,296,7,0,16,0,04:49:26,Water,Grass,270
119,Shield Dust,0,7,0,23,2023-12-08,7,0,18,27,70,1,0,Rock,15,0,7,0,0,None,2,3,3986234477,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Calm,0,2192337443,1865774670,4,0,none,0,False,61940,6,0,17,7,0,24,291,7,0,30,0,04:49:38,Bug,None,265
91,Shield Dust,0,7,0,7,2023-12-08,7,0,14,27,70,1,0,Poison,16,0,15,0,0,None,2,3,380317960,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Lax,0,2192337443,2483510059,4,0,none,0,False,10147,7,0,28,6,0,12,291,6,0,15,0,04:49:51,Bug,None,265
114,Shield Dust,0,7,0,29,2023-12-08,7,0,11,27,70,1,0,Grass,16,0,22,0,0,None,2,3,1296476744,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Calm,0,2192337443,3488268395,4,0,none,0,False,59150,6,0,22,7,0,9,291,6,0,21,0,04:50:05,Bug,None,265
69,Shield Dust,0,8,0,28,2023-12-08,8,0,21,64,70,1,0,Grass,17,0,0,0,0,None,2,4,4040036545,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Timid,0,2192337443,1919056610,4,0,none,0,False,57359,6,0,6,7,0,11,291,6,0,3,0,04:50:17,Bug,None,265
82,Swift Swim,0,7,0,15,2023-12-08,7,0,28,57,70,1,0,Ghost,15,0,9,0,0,None,2,3,3579002921,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Lax,0,2192337443,1476340234,4,0,none,0,False,38266,7,0,9,7,0,10,296,7,0,11,0,04:50:34,Water,Grass,270
55,Shield Dust,0,7,0,0,2023-12-08,7,0,0,27,70,1,0,Flying,16,0,16,0,0,None,2,3,251969915,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Bashful,0,2192337443,2376641368,4,0,none,0,False,52863,6,0,8,7,0,14,291,6,0,17,0,04:50:47,Bug,None,265
131,Run Away,0,11,0,15,2023-12-08,8,0,26,64,70,1,0,Ghost,17,0,28,0,0,None,2,4,3867240826,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Brave,0,2192337443,1680671577,4,0,none,0,False,36859,8,0,23,7,0,8,287,8,0,31,0,04:51:01,Dark,None,261
101,Rain Dish,1,7,0,9,2023-12-08,6,0,14,96,70,1,0,Rock,18,0,29,0,0,None,2,4,617107692,301994751,0,18,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Hasty,0,2192337443,2791586511,4,0,none,0,False,29732,9,0,23,10,0,26,296,7,0,0,0,04:51:14,Water,Grass,270
116,Pickup,0,8,0,24,2023-12-08,8,0,10,64,70,1,0,Bug,17,0,16,0,0,None,2,4,808201248,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Naughty,0,2192337443,2994750979,4,0,none,0,False,7180,8,0,17,8,0,28,289,10,0,21,0,04:51:26,Normal,None,263
72,Shield Dust,0,8,0,3,2023-12-08,8,0,24,64,70,1,0,Rock,18,0,22,0,0,None,2,4,2691895599,301994751,0,18,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Sassy,0,2192337443,585071372,4,0,none,0,False,45404,6,0,5,8,0,16,291,5,0,2,0,04:51:41,Bug,None,265
87,Run Away,0,8,0,15,2023-12-08,7,0,3,27,70,1,0,Electric,15,0,25,0,0,None,2,3,2385685961,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Impish,0,2192337443,211732458,4,0,none,0,False,9211,6,0,26,7,0,17,287,7,0,1,0,04:51:54,Dark,None,261
112,Shield Dust,0,8,0,8,2023-12-08,8,0,23,64,70,1,0,Grass,18,0,23,0,0,None,2,4,4075264753,301994751,0,18,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Quiet,0,2192337443,1884025042,4,0,none,0,False,26646,7,0,10,8,0,31,291,6,0,17,0,04:52:07,Bug,None,265
107,Swift Swim,0,7,0,5,2023-12-08,8,0,24,96,70,1,0,Ghost,17,0,2,0,0,None,2,4,1763421889,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Hardy,0,2192337443,3954689250,4,0,none,0,False,51162,8,0,19,10,0,28,296,8,0,29,0,04:52:19,Water,Grass,270
90,Run Away,0,8,0,16,2023-12-08,7,0,12,27,70,1,0,Ice,15,0,27,0,0,None,2,3,1717469054,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Naughty,0,2192337443,3841070429,4,0,none,0,False,6432,7,0,21,6,0,11,287,7,0,3,0,04:52:33,Dark,None,261
103,Run Away,0,9,0,25,2023-12-08,7,0,13,27,70,1,0,Electric,15,0,19,0,0,None,2,3,2160527008,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Jolly,0,2192337443,40594563,4,0,none,0,False,34407,6,0,16,7,0,27,287,7,0,3,0,04:52:45,Dark,None,261
142,Pickup,0,6,0,31,2023-12-08,8,0,27,27,70,1,0,Flying,16,0,26,0,0,None,2,3,665172159,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Bold,0,2192337443,2768884380,4,0,none,0,False,40730,7,0,26,8,0,18,289,9,0,14,0,04:52:58,Normal,None,263
79,Run Away,0,9,0,16,2023-12-08,8,0,28,64,70,1,0,Ice,16,0,2,0,0,None,2,4,1907849386,268439807,0,16,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Bold,0,2192337443,4078637705,4,0,none,0,False,2333,7,0,11,8,0,21,287,7,0,1,0,04:53:10,Dark,None,261
106,Shield Dust,0,8,0,16,2023-12-08,6,0,27,27,70,1,0,Rock,15,0,8,0,0,None,2,3,677114136,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Lonely,0,2192337443,2868353851,4,0,none,0,False,55619,6,0,15,7,0,18,291,6,0,22,0,04:53:23,Bug,None,265
95,Run Away,0,10,0,18,2023-12-08,8,0,13,64,70,1,0,Fighting,17,0,24,0,0,None,2,4,567069195,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Naive,0,2192337443,2741018664,4,0,none,0,False,60359,8,0,20,6,0,8,287,8,0,12,0,04:53:35,Dark,None,261
91,Run Away,0,8,0,21,2023-12-08,7,0,17,27,70,1,0,Flying,15,0,1,0,0,None,2,3,1011030875,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Quiet,0,2192337443,3203363192,4,0,none,0,False,10008,7,0,20,7,0,22,287,6,0,10,0,04:53:49,Dark,None,261
117,Pickup,0,7,0,29,2023-12-08,7,0,16,27,70,1,0,Rock,16,0,31,0,0,None,2,3,2143449017,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Quiet,0,2192337443,4251846042,4,0,none,0,False,4219,7,0,17,8,0,20,289,7,0,4,0,04:54:01,Normal,None,263
83,Shield Dust,0,7,0,1,2023-12-08,7,0,30,27,70,1,0,Dragon,16,0,13,0,0,None,2,3,3674391017,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Mild,0,2192337443,1504619466,4,0,none,0,False,6891,6,0,7,6,0,3,291,7,0,29,0,04:54:15,Bug,None,265
134,Pickup,0,8,0,30,2023-12-08,9,0,29,64,70,1,0,Psychic,18,0,25,0,0,None,2,4,919784782,301994751,0,18,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Brave,0,2192337443,3028199277,4,0,none,0,False,64412,8,0,29,8,0,3,289,9,0,18,0,04:54:27,Normal,None,263
101,Swift Swim,0,8,0,29,2023-12-08,7,0,20,96,70,1,0,Rock,17,0,3,0,0,None,2,4,1253085233,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Lonely,0,2192337443,3357342226,4,0,none,0,False,55937,8,0,15,9,0,22,296,7,0,12,0,04:54:40,Water,Grass,270
83,Shield Dust,0,7,0,4,2023-12-08,7,0,13,27,70,1,0,Bug,16,0,15,0,0,None,2,3,2908032157,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Bashful,0,2192337443,804873918,4,0,none,0,False,41416,6,0,13,7,0,26,291,6,0,12,0,04:54:53,Bug,None,265
61,Shield Dust,0,7,0,4,2023-12-08,7,0,3,27,70,1,0,Ghost,16,0,28,0,0,None,2,3,643547950,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Bashful,0,2192337443,2767694093,4,0,none,0,False,58741,6,0,19,6,0,0,291,6,0,7,0,04:55:07,Bug,None,265
70,Run Away,0,8,0,4,2023-12-08,8,0,30,27,70,1,0,Water,15,0,6,0,0,None,2,3,145724079,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Rash,0,2192337443,2315516044,4,0,none,0,False,39424,7,0,10,6,0,19,287,7,0,1,0,04:55:24,Dark,None,261
91,Pickup,0,7,0,5,2023-12-08,8,0,14,64,70,1,0,Electric,17,0,8,0,0,None,2,4,3446880680,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Naughty,0,2192337443,1340035979,4,0,none,0,False,62683,8,0,29,7,0,7,289,10,0,28,0,04:55:36,Normal,None,263
118,Pickup,0,7,0,26,2023-12-08,8,0,20,27,70,1,0,Ice,16,0,29,0,0,None,2,3,1715922178,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Jolly,0,2192337443,3840577313,4,0,none,0,False,33604,6,0,17,8,0,23,289,8,0,3,0,04:55:48,Normal,None,263
95,Shield Dust,0,8,0,6,2023-12-08,8,0,17,64,70,1,0,Fighting,17,0,0,0,0,None,2,4,1650014398,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Adamant,0,2192337443,3774173853,4,0,none,0,False,23271,6,0,30,8,0,26,291,7,0,16,0,04:56:00,Bug,None,265
123,Swift Swim,0,7,0,12,2023-12-08,8,0,25,96,70,1,0,Bug,18,0,27,0,0,None,2,4,2828602043,301994751,0,18,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Impish,0,2192337443,708141208,4,0,none,0,False,41506,8,0,25,9,0,24,296,7,0,10,0,04:56:13,Water,Grass,270
98,Shield Dust,0,8,0,27,2023-12-08,7,0,3,27,70,1,0,Water,16,0,15,0,0,None,2,3,2757512912,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Relaxed,0,2192337443,653272307,4,0,none,0,False,60044,7,0,28,7,0,9,291,5,0,16,0,04:56:25,Bug,None,265
103,Pickup,0,7,0,29,2023-12-08,7,0,1,27,70,1,0,Ice,15,0,15,0,0,None,2,3,2006972358,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Brave,0,2192337443,4113800677,4,0,none,0,False,32857,7,0,25,7,0,5,289,8,0,28,0,04:56:41,Normal,None,263
87,Run Away,0,8,0,5,2023-12-08,7,0,15,27,70,1,0,Ground,15,0,26,0,0,None,2,3,1054420393,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Lax,0,2192337443,3161802634,4,0,none,0,False,4976,7,0,22,6,0,10,287,7,0,9,0,04:56:53,Dark,None,261
77,Run Away,0,10,0,17,2023-12-08,8,0,8,64,70,1,0,Electric,16,0,0,0,0,None,2,4,2430362210,268439807,0,16,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Impish,0,2192337443,309332033,4,0,none,0,False,62142,6,0,3,8,0,23,287,8,0,26,0,04:57:07,Dark,None,261
104,Shield Dust,0,7,0,9,2023-12-08,7,0,0,27,70,1,0,Ice,16,0,22,0,0,None,2,3,1894247144,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Bashful,0,2192337443,4065034443,4,0,none,0,False,39439,7,0,31,7,0,23,291,6,0,19,0,04:57:19,Bug,None,265
128,Shield Dust,0,8,0,26,2023-12-08,7,0,29,27,70,1,0,Rock,16,0,24,0,0,None,2,3,1735567639,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Adamant,0,2192337443,3856581428,4,0,none,0,False,52837,5,0,5,7,0,26,291,6,0,18,0,04:57:31,Bug,None,265
92,Shield Dust,0,7,0,5,2023-12-08,7,0,2,27,70,1,0,Fighting,16,0,29,0,0,None,2,3,172035546,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Hardy,0,2192337443,2297260025,4,0,none,0,False,1947,6,0,12,7,0,20,291,6,0,24,0,04:57:44,Bug,None,265
136,Pickup,0,6,0,6,2023-12-08,8,0,31,27,70,1,0,Psychic,16,0,31,0,0,None,2,3,1102671174,268439807,0,16,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Rash,0,2192337443,3272935269,4,0,none,0,False,11519,7,0,21,7,0,29,289,9,0,18,0,04:57:56,Normal,None,263
68,Synchronize,0,7,0,5,2023-12-08,7,0,4,80,35,1,0,Ghost,17,0,25,0,0,None,2,4,4275561803,285217279,0,17,3,4,17,Route 102,45,40,0,0,0,0,0,0,Ralts,Quirky,0,2192337443,2088472424,4,0,none,0,False,7068,8,0,3,8,0,10,393,9,0,21,0,04:58:09,Psychic,None,280
113,Pickup,0,8,0,23,2023-12-08,9,0,20,64,70,1,0,Dragon,18,0,27,0,0,None,2,4,3784940983,301994751,0,18,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Sassy,0,2192337443,1664481172,4,0,none,0,False,31790,7,0,11,9,0,25,289,9,0,7,0,04:58:21,Normal,None,263
93,Synchronize,0,7,0,21,2023-12-08,8,0,27,80,35,1,0,Flying,16,0,17,0,0,None,2,4,1121854769,268439807,0,16,3,4,17,Route 102,45,40,0,0,0,0,0,0,Ralts,Bashful,0,2192337443,3228716818,4,0,none,0,False,26607,9,0,24,7,0,2,393,8,0,2,0,04:58:34,Psychic,None,280
85,Shield Dust,0,8,0,15,2023-12-08,7,0,17,27,70,1,0,Ice,16,0,11,0,0,None,2,3,3736060262,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Hardy,0,2192337443,1543744325,4,0,none,0,False,8137,6,0,13,6,0,1,291,7,0,28,0,04:58:47,Bug,None,265
106,Shield Dust,0,8,0,30,2023-12-08,6,0,23,27,70,1,0,Poison,16,0,10,0,0,None,2,3,1913504465,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Hasty,0,2192337443,4037126386,4,0,none,0,False,45276,6,0,0,7,0,14,291,7,0,29,0,04:58:59,Bug,None,265
126,Shield Dust,0,9,0,15,2023-12-08,8,0,28,64,70,1,0,Rock,17,0,6,0,0,None,2,4,1052813655,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Relaxed,0,2192337443,3161244532,4,0,none,0,False,38807,7,0,21,8,0,30,291,6,0,26,0,04:59:11,Bug,None,265
89,Run Away,0,7,0,2,2023-12-08,7,0,6,27,70,1,0,Steel,15,0,18,0,0,None,2,3,1461388134,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Calm,0,2192337443,3585567045,4,0,none,0,False,21629,7,0,22,7,0,27,287,7,0,14,0,04:59:24,Dark,None,261
85,Run Away,0,9,0,26,2023-12-08,7,0,20,27,70,1,0,Steel,15,0,24,0,0,None,2,3,2497490353,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Quirky,0,2192337443,376489874,4,0,none,0,False,14701,6,0,6,7,0,7,287,7,0,2,0,04:59:37,Dark,None,261
124,Shield Dust,0,7,0,8,2023-12-08,8,0,22,64,70,1,0,Poison,18,0,25,0,0,None,2,4,1525547195,301994751,0,18,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Calm,0,2192337443,3628231320,4,0,none,0,False,23125,7,0,30,8,0,22,291,7,0,17,0,04:59:52,Bug,None,265
116,Run Away,0,8,0,18,2023-12-08,7,0,24,27,70,1,0,Ice,15,0,27,0,0,None,2,3,3981777777,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hardy,0,2192337443,1878618450,4,0,none,0,False,63012,7,0,19,7,0,27,287,7,0,1,0,05:00:04,Dark,None,261
110,Shield Dust,0,7,0,15,2023-12-08,8,0,30,27,70,1,0,Psychic,15,0,5,0,0,None,2,3,829266777,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Bold,0,2192337443,3015831930,4,0,none,0,False,43572,6,0,17,7,0,23,291,6,0,20,0,05:00:17,Bug,None,265
103,Shield Dust,0,8,0,30,2023-12-08,7,0,20,27,70,1,0,Bug,16,0,27,0,0,None,2,3,2920254654,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Lax,0,2192337443,748938909,4,0,none,0,False,8881,6,0,19,5,0,4,291,6,0,3,0,05:00:29,Bug,None,265
98,Run Away,0,7,0,3,2023-12-08,7,0,12,27,70,1,0,Fire,15,0,26,0,0,None,2,3,1037207492,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Calm,0,2192337443,3212766695,4,0,none,0,False,47638,7,0,26,7,0,7,287,7,0,24,0,05:00:41,Dark,None,261
101,Shield Dust,0,7,0,5,2023-12-08,7,0,17,27,70,1,0,Electric,15,0,7,0,0,None,2,3,4118115645,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Relaxed,0,2192337443,2010717982,4,0,none,0,False,32840,7,0,30,7,0,21,291,5,0,21,0,05:00:54,Bug,None,265
130,Pickup,0,8,0,16,2023-12-08,7,0,3,64,70,1,0,Psychic,18,0,25,0,0,None,2,4,2060287138,301994751,0,18,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Gentle,0,2192337443,4167112321,4,0,none,0,False,1647,8,0,31,9,0,29,289,10,0,26,0,05:01:07,Normal,None,263
92,Run Away,0,9,0,29,2023-12-08,6,0,6,27,70,1,135,Grass,15,0,27,0,0,Pecha Berry,2,3,283269913,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Gentle,0,2192337443,2454597946,4,0,none,0,False,19451,7,0,10,7,0,17,287,7,0,3,0,05:01:19,Dark,None,261
95,Swift Swim,0,6,0,9,2023-12-08,7,0,20,57,70,1,0,Fighting,16,0,20,0,0,None,2,3,1615155773,268439807,0,16,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Calm,0,2192337443,3806935070,4,0,none,0,False,12920,7,0,16,8,0,0,296,7,0,30,0,05:01:32,Water,Grass,270
142,Shield Dust,0,8,0,25,2023-12-08,7,0,22,27,70,1,0,Grass,16,0,29,0,0,None,2,3,2490721878,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Adamant,0,2192337443,383323253,4,0,none,0,False,61987,5,0,24,7,0,23,291,6,0,19,0,05:01:44,Bug,None,265
86,Shield Dust,0,8,0,12,2023-12-08,7,0,13,27,70,1,0,Ghost,16,0,21,0,0,None,2,3,1355009416,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Naughty,0,2192337443,3530532779,4,0,none,0,False,40267,6,0,7,6,0,16,291,6,0,17,0,05:01:56,Bug,None,265
65,Pickup,0,6,0,0,2023-12-08,6,0,7,27,70,1,139,Fire,15,0,9,0,0,Oran Berry,2,3,466320789,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Lonely,0,2192337443,2573670326,4,0,none,0,False,26206,6,0,4,8,0,19,289,9,0,26,0,05:02:08,Normal,None,263
85,Shield Dust,0,7,0,8,2023-12-08,8,0,30,27,70,1,0,Ground,15,0,0,0,0,None,2,3,4184746028,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Jolly,0,2192337443,2076328463,4,0,none,0,False,53570,5,0,15,6,0,2,291,7,0,30,0,05:02:23,Bug,None,265
86,Shield Dust,0,7,0,5,2023-12-08,7,0,4,27,70,1,0,Grass,16,0,31,0,0,None,2,3,3248260951,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Jolly,0,2192337443,1127279988,4,0,none,0,False,18123,5,0,8,7,0,25,291,6,0,13,0,05:02:37,Bug,None,265
96,Shield Dust,0,7,0,16,2023-12-08,7,0,6,27,70,1,0,Bug,16,0,26,0,0,None,2,3,3878041593,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Timid,0,2192337443,1703566810,4,0,none,0,False,53471,6,0,17,7,0,14,291,6,0,17,0,05:02:49,Bug,None,265
97,Run Away,0,9,0,8,2023-12-08,6,0,2,64,70,1,0,Ground,17,0,24,0,0,None,2,4,1810147924,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Mild,0,2192337443,3913859191,4,0,none,0,False,49584,8,0,31,7,0,6,287,8,0,26,0,05:03:02,Dark,None,261
62,Swift Swim,0,8,0,15,2023-12-08,6,0,11,96,70,1,0,Dark,18,0,21,0,0,None,2,4,122804553,301994751,0,18,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Mild,0,2192337443,2247996266,4,0,none,0,False,56856,8,0,3,9,0,7,296,7,0,5,0,05:03:14,Water,Grass,270
73,Run Away,0,8,0,3,2023-12-08,7,0,11,27,70,1,0,Electric,15,0,5,0,0,None,2,3,347416894,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Docile,0,2192337443,2518237981,4,0,none,0,False,15755,7,0,24,6,0,3,287,7,0,27,0,05:03:26,Dark,None,261
