IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
89,Synchronize,0,8,0,6,2023-07-31,8,0,16,236,70,1,0,Steel,22,0,26,0,0,None,2,7,596367971,369104639,0,22,3,7,31,Route 116,100,20,0,0,0,0,0,0,Abra,Hardy,0,2192337443,2703732800,4,0,none,0,False,63976,21,0,20,13,0,15,64,18,0,6,0,00:45:27,Psychic,None,063
93,Inner Focus,1,9,0,26,2023-07-31,7,0,11,236,70,1,0,Grass,21,0,18,0,0,None,2,7,4074793160,352327167,0,21,3,7,31,Route 116,100,20,0,0,0,0,0,0,Abra,Hardy,0,2192337443,1884029675,4,0,none,0,False,39464,20,0,10,13,0,9,64,18,0,19,0,00:45:45,Psychic,None,063
113,Guts,0,13,0,12,2023-07-31,10,0,21,236,70,1,0,Fire,23,0,17,0,0,None,2,7,1986631934,385882111,0,23,3,7,31,Route 116,64,35,45,40,116,30,0,0,Taillow,Rash,0,2192337443,4106613469,4,0,none,0,False,61079,11,0,22,9,0,19,305,18,0,22,0,00:46:05,Normal,Flying,276
67,Run Away,0,12,0,4,2023-07-31,11,0,10,512,70,1,0,Steel,24,0,8,0,0,None,2,8,198735180,402659583,0,24,3,8,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Modest,0,2192337443,2306088815,4,0,none,0,False,32404,9,0,2,12,0,29,287,11,0,14,0,00:46:25,Dark,None,261
117,Synchronize,0,9,0,21,2023-07-31,7,0,4,236,70,1,0,Electric,22,0,22,0,0,None,2,7,2007474053,369104639,0,22,3,7,31,Route 116,100,20,0,0,0,0,0,0,Abra,Brave,0,2192337443,4111201702,4,0,none,0,False,59426,21,0,21,14,0,25,64,17,0,24,0,00:46:46,Psychic,None,063
116,Inner Focus,1,9,0,18,2023-07-31,7,0,0,236,70,1,0,Fighting,22,0,26,0,0,None,2,7,1501383006,369104639,0,22,3,7,31,Route 116,100,20,0,0,0,0,0,0,Abra,Jolly,0,2192337443,3687916413,4,0,none,0,False,4131,18,0,12,14,0,30,64,20,0,30,0,00:47:00,Psychic,None,063
86,Run Away,0,12,0,3,2023-07-31,13,0,24,512,70,1,0,Poison,25,0,28,0,0,None,2,8,1126099106,419437055,0,25,3,8,31,Route 116,33,35,336,40,0,0,0,0,Poochyena,Bold,0,2192337443,3249701505,4,0,none,0,False,43964,9,0,2,10,0,6,287,12,0,23,0,00:47:13,Dark,None,261
132,Synchronize,0,9,0,30,2023-07-31,8,0,27,236,70,1,0,Rock,20,0,0,0,0,None,2,7,2603780381,335549695,0,20,3,7,31,Route 116,100,20,0,0,0,0,0,0,Abra,Serious,0,2192337443,429843262,4,0,none,0,False,4655,21,0,29,13,0,18,64,19,0,28,0,00:47:27,Psychic,None,063
163,Guts,0,15,0,19,2023-07-31,12,0,30,314,70,1,0,Ghost,26,0,28,0,0,None,2,8,3685791566,436214527,0,26,3,8,31,Route 116,64,35,45,40,116,30,98,30,Taillow,Quiet,0,2192337443,1495063917,4,0,none,0,False,27902,13,0,31,11,0,26,305,18,0,29,0,00:47:40,Normal,Flying,276
99,Compound Eyes,0,10,0,19,2023-07-31,18,0,15,637,70,1,0,Steel,22,0,19,0,0,None,2,7,1936593342,369104639,0,22,3,7,31,Route 116,10,35,106,30,141,15,0,0,Nincada,Timid,0,2192337443,4056054685,4,0,none,0,False,25296,9,0,3,10,0,22,302,13,0,21,0,00:47:57,Bug,Ground,290
95,Guts,0,14,0,21,2023-07-31,9,0,6,236,70,1,0,Dragon,23,0,7,0,0,None,2,7,1659472599,385882111,0,23,3,7,31,Route 116,64,35,45,40,116,30,0,0,Taillow,Docile,0,2192337443,3762675956,4,0,none,0,False,59454,10,0,25,10,0,17,305,18,0,19,0,00:48:14,Normal,Flying,276
106,Shield Dust,0,8,0,2,2023-07-31,8,0,20,64,70,1,0,Fighting,18,0,14,0,0,None,2,4,58116355,301994751,0,18,3,4,19,Route 104,33,35,81,40,0,0,0,0,Wurmple,Sassy,0,2192337443,2178589472,4,0,none,0,False,51829,7,0,10,8,0,30,291,6,0,30,0,00:51:01,Bug,None,265
78,Run Away,0,11,0,13,2023-07-31,8,0,10,125,70,1,0,Fighting,18,0,7,0,0,None,2,5,1900438387,301994751,0,18,3,5,19,Route 104,33,35,336,40,0,0,0,0,Poochyena,Gentle,0,2192337443,4092201296,4,0,none,0,False,4661,8,0,14,9,0,30,287,8,0,4,0,00:51:13,Dark,None,261
77,Run Away,0,9,0,4,2023-07-31,7,0,8,64,70,1,0,Ground,17,0,28,0,0,None,2,4,4043076024,285217279,0,17,3,4,19,Route 104,33,35,0,0,0,0,0,0,Poochyena,Gentle,0,2192337443,1917852571,4,0,none,0,False,33092,7,0,5,8,0,20,287,8,0,12,0,00:51:27,Dark,None,261
138,Thick Fat,0,7,0,25,2023-07-31,9,0,18,51,70,1,0,Ice,20,0,24,0,0,None,2,4,4283732323,335549695,0,20,3,4,19,Route 104,33,35,111,40,0,0,0,0,Marill,Careful,0,2192337443,2113469248,4,0,none,0,False,28215,6,0,31,9,0,17,184,9,0,23,0,00:51:40,Water,None,183
