IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
121,Pickup,0,8,0,20,2023-09-19,9,0,29,64,70,1,0,Ground,17,0,7,0,0,None,2,4,2669809951,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Quirky,0,2192337443,495876924,4,0,none,0,False,36413,8,0,16,9,0,22,289,10,0,27,0,15:53:18,Normal,None,263
102,Rain Dish,1,7,0,14,2023-09-19,7,0,13,57,70,1,0,Flying,15,0,19,0,0,None,2,3,3937355886,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Adamant,0,2192337443,1745035853,4,0,none,0,False,41665,7,0,20,8,0,24,296,7,0,12,0,15:53:31,Water,Grass,270
53,Run Away,0,9,0,4,2023-09-19,8,0,22,64,70,1,0,Bug,17,0,5,0,0,None,2,4,73585258,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Serious,0,2192337443,2261694537,4,0,none,0,False,54792,7,0,11,7,0,0,287,8,0,11,0,15:53:44,Dark,None,261
77,Swift Swim,0,6,0,10,2023-09-19,8,0,26,96,70,1,0,Ice,17,0,8,0,0,None,2,4,323036139,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Modest,0,2192337443,2448247240,4,0,none,0,False,12458,8,0,9,9,0,1,296,8,0,23,0,15:53:58,Water,Grass,270
94,Run Away,0,8,0,9,2023-09-19,7,0,21,27,70,1,0,Water,15,0,21,0,0,None,2,3,4222169540,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Bashful,0,2192337443,2030394343,4,0,none,0,False,51821,6,0,6,7,0,23,287,7,0,14,0,15:54:10,Dark,None,261
73,Pickup,0,8,0,16,2023-09-19,8,0,5,64,70,1,0,Fighting,17,0,2,0,0,None,2,4,2598819498,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Jolly,0,2192337443,407551113,4,0,none,0,False,19532,6,0,12,8,0,16,289,11,0,22,0,15:54:23,Normal,None,263
59,Swift Swim,0,7,0,8,2023-09-19,7,0,14,96,70,1,0,Ground,17,0,14,0,0,None,2,4,493720547,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Adamant,0,2192337443,2680289728,4,0,none,0,False,36494,7,0,3,9,0,4,296,8,0,16,0,15:54:39,Water,Grass,270
155,Run Away,0,8,0,20,2023-09-19,6,0,24,27,70,1,0,Water,15,0,27,0,0,None,2,3,4004461551,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Lonely,0,2192337443,1812156876,4,0,none,0,False,54592,7,0,24,7,0,29,287,8,0,31,0,15:54:53,Dark,None,261
34,Shield Dust,0,7,0,2,2023-09-19,7,0,16,27,70,1,0,Bug,15,0,0,0,0,None,2,3,3455172285,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Quiet,0,2192337443,1331549342,4,0,none,0,False,29516,6,0,3,6,0,4,291,5,0,9,0,15:55:06,Bug,None,265
104,Run Away,0,8,0,12,2023-09-19,6,0,17,27,70,1,0,Psychic,15,0,15,0,0,None,2,3,1593061378,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hasty,0,2192337443,3696777761,4,0,none,0,False,28406,7,0,9,7,0,29,287,7,0,22,0,15:55:19,Dark,None,261
