IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
97,Run Away,0,8,0,7,2024-04-29,6,0,7,27,70,1,0,Bug,16,0,30,0,0,None,2,3,281351890,268439807,0,16,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Lonely,0,2192337443,2456386801,4,0,none,0,False,1559,7,0,27,7,0,14,287,7,0,12,0,19:47:35,Dark,None,261
108,Shield Dust,0,8,0,28,2024-04-29,8,0,23,64,70,1,0,Rock,17,0,6,0,0,None,2,4,2564206437,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Timid,0,2192337443,444253510,4,0,none,0,False,14259,7,0,23,8,0,22,291,6,0,6,0,19:47:47,Bug,None,265
94,Shield Dust,0,8,0,25,2024-04-29,6,0,1,27,70,1,0,Bug,16,0,19,0,0,None,2,3,4158442876,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Lonely,0,2192337443,1970317151,4,0,none,0,False,15008,6,0,13,7,0,30,291,6,0,6,0,19:47:59,Bug,None,265
76,Pickup,0,7,0,12,2024-04-29,7,0,2,27,70,1,0,Poison,15,0,15,0,0,None,2,3,2330268424,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Hardy,0,2192337443,139032875,4,0,none,0,False,39405,7,0,16,8,0,18,289,8,0,13,0,19:48:16,Normal,None,263
62,Run Away,0,8,0,12,2024-04-29,7,0,4,27,70,1,0,Bug,15,0,6,0,0,None,2,3,3563265857,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Adamant,0,2192337443,1456436578,4,0,none,0,False,52002,5,0,3,7,0,26,287,7,0,11,0,19:48:30,Dark,None,261
84,Rain Dish,1,7,0,16,2024-04-29,7,0,30,57,70,1,0,Water,15,0,2,0,0,None,2,3,2745006450,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Serious,0,2192337443,556864337,4,0,none,0,False,56047,7,0,4,8,0,7,296,7,0,25,0,19:48:42,Water,Grass,270
76,Swift Swim,0,7,0,28,2024-04-29,6,0,6,57,70,1,0,Fighting,15,0,18,0,0,None,2,3,3654810617,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Sassy,0,2192337443,1534824922,4,0,none,0,False,8750,7,0,18,8,0,0,296,5,0,6,0,19:48:57,Water,Grass,270
82,Shield Dust,0,8,0,28,2024-04-29,7,0,17,27,70,1,0,Grass,15,0,1,0,0,None,2,3,1979047262,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Naughty,0,2192337443,4149852029,4,0,none,0,False,43179,6,0,12,5,0,5,291,6,0,19,0,19:49:09,Bug,None,265
106,Swift Swim,0,7,0,9,2024-04-29,7,0,27,57,70,1,0,Grass,15,0,10,0,0,None,2,3,3425089893,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Brave,0,2192337443,1317720902,4,0,none,0,False,30019,7,0,10,8,0,29,296,6,0,21,0,19:49:21,Water,Grass,270
78,Run Away,0,10,0,16,2024-04-29,8,0,12,64,70,1,0,Bug,17,0,6,0,0,None,2,4,613572015,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Impish,0,2192337443,2789095308,4,0,none,0,False,31037,7,0,27,7,0,4,287,8,0,13,0,19:49:38,Dark,None,261
