IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
74,Keen Eye,0,7,0,1,2023-08-01,8,0,21,64,70,1,0,Bug,17,0,5,0,0,None,2,4,1150205449,285217279,0,17,3,4,19,Route 104,45,40,55,25,0,0,0,0,Wingull,Docile,0,2192337443,3324171306,4,0,none,0,False,64135,9,0,13,7,0,12,310,12,0,22,0,04:59:59,Water,Flying,278
78,Run Away,0,9,0,8,2023-08-01,8,0,9,64,70,1,0,Psychic,17,0,23,0,0,None,2,4,4285595708,285217279,0,17,3,4,19,Route 104,33,35,0,0,0,0,0,0,Poochyena,Careful,0,2192337443,2111662623,4,0,none,0,False,65357,7,0,21,7,0,9,287,8,0,8,0,05:00:15,Dark,None,261
111,Huge Power,1,8,0,26,2023-08-01,10,0,11,100,70,1,0,Ghost,23,0,28,0,0,None,2,5,1021713682,385882111,0,23,3,5,19,Route 104,33,35,111,40,0,0,0,0,Marill,Quiet,0,2192337443,3192551217,4,0,none,0,False,8692,7,0,13,10,0,6,184,9,0,27,0,05:00:28,Water,None,183
97,Run Away,0,9,0,16,2023-08-01,8,0,0,125,70,1,0,Steel,19,0,20,0,0,None,2,5,2610170614,318772223,0,19,3,5,19,Route 104,33,35,336,40,0,0,0,0,Poochyena,Bold,0,2192337443,423125205,4,0,none,0,False,37218,9,0,20,8,0,17,287,9,0,24,0,05:00:40,Dark,None,261
63,Huge Power,1,6,0,6,2023-08-01,8,0,4,51,70,1,0,Fighting,20,0,15,0,0,None,2,4,2801666048,335549695,0,20,3,4,19,Route 104,33,35,111,40,0,0,0,0,Marill,Lonely,0,2192337443,609378851,4,0,none,0,False,44798,6,0,6,9,0,4,184,9,0,28,0,05:00:54,Water,None,183
102,Thick Fat,0,7,0,5,2023-08-01,11,0,22,100,70,1,0,Rock,22,0,14,0,0,None,2,5,4074226887,369104639,0,22,3,5,19,Route 104,33,35,111,40,0,0,0,0,Marill,Quiet,0,2192337443,1887153892,4,0,none,0,False,13840,7,0,11,11,0,28,184,9,0,22,0,05:01:06,Water,None,183
104,Guts,0,11,0,11,2023-08-01,9,0,26,135,70,1,0,Rock,19,0,14,0,0,None,2,5,2523996236,318772223,0,19,3,5,19,Route 104,64,35,45,40,116,30,0,0,Taillow,Docile,0,2192337443,350046831,4,0,none,0,False,46653,9,0,23,9,0,28,305,13,0,2,0,05:01:19,Normal,Flying,276
92,Guts,0,10,0,0,2023-08-01,9,0,30,135,70,1,0,Fighting,20,0,26,0,0,None,2,5,1620807032,335549695,0,20,3,5,19,Route 104,64,35,45,40,116,30,0,0,Taillow,Careful,0,2192337443,3795314523,4,0,none,0,False,60899,8,0,28,8,0,2,305,13,0,6,0,05:01:31,Normal,Flying,276
78,Run Away,0,9,0,6,2023-08-01,8,0,12,64,70,1,135,Electric,16,0,4,0,0,Pecha Berry,2,4,4224157441,268439807,0,16,3,4,19,Route 104,33,35,0,0,0,0,0,0,Poochyena,Rash,0,2192337443,2037116194,4,0,none,0,False,31942,8,0,25,6,0,13,287,8,0,18,0,05:01:45,Dark,None,261
120,Thick Fat,0,7,0,28,2023-08-01,9,0,21,51,70,1,0,Dragon,20,0,26,0,0,None,2,4,174428529,335549695,0,20,3,4,19,Route 104,33,35,111,40,0,0,0,0,Marill,Hardy,0,2192337443,2294938450,4,0,none,0,False,39700,7,0,19,9,0,19,184,8,0,7,0,05:01:58,Water,None,183
