IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
95,Shield Dust,0,8,0,20,2024-02-20,7,0,9,27,70,1,0,Fire,16,0,19,0,0,None,2,3,1521166475,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Sassy,0,2192337443,3624354472,4,0,none,0,False,29216,6,0,2,7,0,15,291,6,0,30,0,14:02:47,Bug,None,265
66,Shield Dust,0,6,0,8,2024-02-20,7,0,19,27,70,1,0,Ghost,15,0,1,0,0,None,2,3,544564740,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Modest,0,2192337443,2732133415,4,0,none,0,False,18033,6,0,23,6,0,2,291,6,0,13,0,14:03:00,Bug,None,265
99,Swift Swim,0,7,0,9,2024-02-20,8,0,24,96,70,1,0,Dragon,17,0,3,0,0,None,2,4,1155921297,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Adamant,0,2192337443,3326713778,4,0,none,0,False,45428,8,0,29,9,0,21,296,7,0,13,0,14:03:13,Water,Grass,270
78,Shield Dust,0,8,0,11,2024-02-20,7,0,12,27,70,1,0,Poison,16,0,12,0,0,None,2,3,1047955922,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Lax,0,2192337443,3168461809,4,0,none,0,False,47012,6,0,4,6,0,20,291,6,0,19,0,14:03:26,Bug,None,265
81,Shield Dust,0,6,0,5,2024-02-20,7,0,3,27,70,1,0,Bug,16,0,14,0,0,None,2,3,2214962138,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Timid,0,2192337443,111790585,4,0,none,0,False,10207,6,0,7,7,0,28,291,6,0,24,0,14:03:42,Bug,None,265
119,Run Away,0,10,0,22,2024-02-20,8,0,7,64,70,1,0,Ground,17,0,5,0,0,None,2,4,2215806987,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Relaxed,0,2192337443,113173032,4,0,none,0,False,3097,8,0,28,8,0,30,287,7,0,27,0,14:03:57,Dark,None,261
109,Run Away,0,9,0,31,2024-02-20,6,0,5,27,70,1,0,Electric,15,0,29,0,0,None,2,3,1599326122,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Mild,0,2192337443,3724520841,4,0,none,0,False,39161,7,0,16,7,0,7,287,7,0,21,0,14:04:09,Dark,None,261
75,Synchronize,0,7,0,13,2024-02-20,7,0,2,80,35,1,0,Electric,16,0,10,0,0,None,2,4,345720335,268439807,0,16,3,4,17,Route 102,45,40,0,0,0,0,0,0,Ralts,Jolly,0,2192337443,2520198188,4,0,none,0,False,21140,8,0,23,8,0,19,393,8,0,8,0,14:04:21,Psychic,None,280
108,Rain Dish,1,8,0,24,2024-02-20,8,0,25,96,70,1,0,Rock,17,0,0,0,0,None,2,4,98172908,285217279,0,17,3,4,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Careful,0,2192337443,2272630223,4,0,none,0,False,64053,8,0,25,9,0,24,296,7,0,10,0,14:04:34,Water,Grass,270
73,Shield Dust,0,9,0,12,2024-02-20,7,0,29,64,70,1,0,Psychic,17,0,2,0,0,None,2,4,3302020425,285217279,0,17,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Hasty,0,2192337443,1182580586,4,0,none,0,False,4505,7,0,11,7,0,5,291,7,0,14,0,14:04:47,Bug,None,265
67,Swift Swim,0,5,0,2,2024-02-20,7,0,10,57,70,1,0,Electric,16,0,21,0,0,None,2,3,2397342277,268439807,0,16,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Bold,0,2192337443,206102630,4,0,none,0,False,1185,7,0,3,8,0,5,296,7,0,26,0,14:05:01,Water,Grass,270
134,Pickup,0,8,0,31,2024-02-20,9,0,19,64,70,1,0,Psychic,17,0,22,0,0,None,2,4,560504053,285217279,0,17,3,4,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Naughty,0,2192337443,2747594454,4,0,none,0,False,48541,8,0,31,7,0,9,289,10,0,22,0,14:05:15,Normal,None,263
49,Pickup,0,6,0,5,2024-02-20,6,0,2,27,70,1,0,Grass,15,0,4,0,0,None,2,3,2331919811,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Hasty,0,2192337443,139603936,4,0,none,0,False,53053,6,0,4,8,0,19,289,9,0,15,0,14:05:27,Normal,None,263
