IVSum,ability,altAbility,attack,attackEV,attackIV,date,defense,defenseEV,defenseIV,experience,friendship,hasSpecies,heldItem,hiddenPowerType,hp,hpEV,hpIV,isBadEgg,isEgg,itemName,language,level,magicWord,mail,markings,maxHP,metGame,metLevel,metLocation,metLocationName,move_1,move_1_pp,move_2,move_2_pp,move_3,move_3_pp,move_4,move_4_pp,name,nature,otGender,otId,personality,pokeball,pokerus,pokerusStatus,ppBonuses,shiny,shinyValue,spAttack,spAttackEV,spAttackIV,spDefense,spDefenseEV,spDefenseIV,species,speed,speedEV,speedIV,status,time,type_1,type_2,zeroPadNumber
76,Shield Dust,0,8,0,5,29/09/2023,8,0,7,64,70,1,0,Steel,18,0,24,0,0,None,2,4,1698053297,301994751,0,18,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Brave,0,2192337443,3885651602,4,0,none,0,FALSE,22919,6,0,9,7,0,8,291,6,0,23,0,10:39:00,Bug,None,265
87,Run Away,0,10,0,30,29/09/2023,8,0,14,64,70,1,0,Steel,16,0,0,0,0,None,2,4,1861286907,268439807,0,16,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Quirky,0,2192337443,3965489624,4,0,none,0,FALSE,38155,7,0,8,7,0,11,287,8,0,24,0,10:39:15,Dark,None,261
37,Shield Dust,0,7,0,4,29/09/2023,7,0,6,27,70,1,0,Flying,15,0,4,0,0,None,2,3,3470571585,251662335,0,15,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Docile,0,2192337443,1282462306,4,0,none,0,FALSE,30365,6,0,10,6,0,6,291,6,0,7,0,10:39:28,Bug,None,265
76,Run Away,0,8,0,0,29/09/2023,8,0,31,27,70,1,0,Poison,15,0,8,0,0,None,2,3,3697772444,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Hardy,0,2192337443,1590422975,4,0,none,0,FALSE,23547,6,0,4,6,0,6,287,7,0,27,0,10:39:40,Dark,None,261
119,Rain Dish,1,7,0,28,29/09/2023,6,0,6,57,70,1,0,Fighting,15,0,17,0,0,None,2,3,2717872294,251662335,0,15,3,3,17,Route 102,310,15,45,40,0,0,0,0,Lotad,Serious,0,2192337443,592648837,4,0,none,0,FALSE,53593,7,0,14,8,0,28,296,7,0,26,0,10:39:53,Water,Grass,270
110,Run Away,0,9,0,7,29/09/2023,7,0,22,64,70,1,0,Grass,17,0,21,0,0,None,2,4,2149310773,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Lonely,0,2192337443,45583126,4,0,none,0,FALSE,24878,8,0,28,8,0,23,287,8,0,9,0,10:40:06,Dark,None,261
64,Shield Dust,0,9,0,12,29/09/2023,7,0,5,64,70,1,0,Fire,18,0,10,0,0,None,2,4,4192944024,301994751,0,18,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Gentle,0,2192337443,2068272571,4,0,none,0,FALSE,50803,7,0,16,7,0,11,291,7,0,10,0,10:40:18,Bug,None,265
115,Run Away,0,9,0,24,29/09/2023,7,0,18,27,70,1,0,Steel,15,0,10,0,0,None,2,3,541889678,251662335,0,15,3,3,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Adamant,0,2192337443,2732654253,4,0,none,0,FALSE,46274,6,0,18,7,0,21,287,7,0,24,0,10:40:32,Dark,None,261
60,Shield Dust,0,8,0,11,29/09/2023,7,0,4,27,70,1,0,Ghost,16,0,13,0,0,None,2,3,1829176735,268439807,0,16,3,3,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Lax,0,2192337443,4020989884,4,0,none,0,FALSE,26776,6,0,3,6,0,10,291,6,0,19,0,10:40:44,Bug,None,265
89,Run Away,0,10,0,21,29/09/2023,8,0,20,64,70,1,0,Electric,17,0,12,0,0,None,2,4,3677242104,285217279,0,17,3,4,17,Route 102,33,35,0,0,0,0,0,0,Poochyena,Jolly,0,2192337443,1501702363,4,0,none,0,FALSE,39382,7,0,23,7,0,3,287,8,0,10,0,10:40:57,Dark,None,261
87,Shield Dust,0,9,0,11,29/09/2023,8,0,9,64,70,1,0,Water,18,0,18,0,0,None,2,4,981944876,301994751,0,18,3,4,17,Route 102,33,35,81,40,0,0,0,0,Wurmple,Quirky,0,2192337443,3089833999,4,0,none,0,FALSE,28843,7,0,28,7,0,11,291,7,0,10,0,10:41:10,Bug,None,265
72,Pickup,0,7,0,9,29/09/2023,6,0,16,27,70,1,0,Rock,15,0,14,0,0,None,2,3,1636119484,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Lonely,0,2192337443,3811137951,4,0,none,0,FALSE,21049,6,0,1,8,0,30,289,8,0,2,0,10:41:24,Normal,None,263
74,Pickup,0,7,0,25,29/09/2023,7,0,6,27,70,1,0,Psychic,15,0,5,0,0,None,2,3,416903887,251662335,0,15,3,3,17,Route 102,33,35,45,40,0,0,0,0,Zigzagoon,Docile,0,2192337443,2591365356,4,0,none,0,FALSE,27158,7,0,29,7,0,3,289,8,0,6,0,10:41:36,Normal,None,263
